"","cct","Esp","Mat","NEsp","NMat","PromedioGeneral"
"16539","18EST0008Z",503.294854445416,519.038937217911,239,239,511.166895831664
"16540","18ETV0002S",455.688934891312,466.72770662661,31,31,461.208320758961
"16541","18ETV0023E",439.412487817189,485.421603078691,66,66,462.41704544794
"16542","18ETV0112Y",439.535542945296,501.386443097656,58,58,470.460993021476
"16543","18ETV0114W",464.771620008681,518.439648098416,27,27,491.605634053548
"16544","18ETV0120G",470.812164145172,513.173934421066,29,29,491.993049283119
"16545","18ETV0148M",308.416374854792,342.38539624183,32,32,325.400885548311
"16546","18PES0005P",338.269940694173,360.02970123291,5,5,349.149820963542
"16547","18PES0006O",604.634506755314,642.33089054122,282,282,623.482698648267
"16548","18PES0007N",560.104270887567,606.633160254471,165,165,583.368715571019
"16549","18PES0010A",517.120240857917,583.569121791225,38,38,550.344681324571
"16550","18PES0029Z",540.179651672587,591.977012536465,43,43,566.078332104526
"16551","18PES0070P",570.774758313622,602.15103529261,145,145,586.462896803116
"16552","18DES0020C",465.144317566352,486.505925770061,243,243,475.825121668207
"16553","18DES0023Z",467.281656765646,517.983085306314,179,179,492.63237103598
"16554","18DES0033G",473.584537445553,503.266421573376,116,116,488.425479509464
"16555","18DST0003E",441.430639227517,472.391747764522,233,233,456.91119349602
"16556","18DST0007A",467.532850454765,498.682804814091,303,303,483.107827634428
"16557","18DST0020V",460.014251935801,485.114444920706,126,126,472.564348428253
"16558","18DST0043F",473.465480296659,487.759834286119,97,97,480.612657291389
"16559","18ETV0007N",402.250205865211,427.408575912116,29,29,414.829390888664
"16560","18ETV0010A",361.624626684441,452.642926412915,23,23,407.133776548678
"16561","18ETV0014X",488.274189408207,526.269803629293,22,22,507.27199651875
"16562","18ETV0015W",413.132164706606,466.784408916127,58,58,439.958286811367
"16563","18ETV0064E",392.550756666395,452.788197835286,9,9,422.66947725084
"16564","18ETV0065D",381.01429494222,419.29823811849,8,8,400.156266530355
"16565","18ETV0066C",408.144944424099,466.085972990813,20,20,437.115458707456
"16566","18ETV0067B",445.499260457357,474.254838053385,17,17,459.877049255371
"16567","18ETV0068A",425.262243652344,495.538346119416,36,36,460.40029488588
"16568","18ETV0069Z",476.713087293837,539.606321546766,17,17,508.159704420302
"16569","18ETV0070P",439.894082260327,486.202233556229,80,80,463.048157908278
"16570","18ETV0071O",404.71218685574,454.009603881836,15,15,429.360895368788
"16571","18ETV0072N",445.09113511585,475.779117584229,34,34,460.43512635004
"16572","18ETV0073M",419.431901033593,469.293510235176,28,28,444.362705634384
"16573","18ETV0074L",455.484085250687,487.087555490571,27,27,471.285820370629
"16574","18ETV0184R",424.830940746126,493.092978432065,46,46,458.961959589095
"16575","18ETV0232K",466.197631835938,480.317741817898,24,24,473.257686826918
"16576","18ETV0254W",411.509174809311,505.744870850534,31,31,458.627022829923
"16577","18ETV0255V",143.008196512858,183.416694641113,4,4,163.212445576985
"16578","18ETV0295W",392.836455572219,386.642229837085,16,16,389.739342704652
"16579","18ETV0304N",404.093839518229,443.152243550618,16,16,423.623041534423
"16580","18DES0031I",472.959858726102,481.96693988528,98,98,477.463399305691
"16581","18DST0008Z",472.772259182925,508.010448085492,259,259,490.391353634208
"16582","18DST0021U",458.701071698138,494.049164712504,268,268,476.375118205321
"16583","18DST0027O",506.510819647844,553.173634359412,113,113,529.842227003628
"16584","18DST0041H",462.309785248454,514.748344972607,77,77,488.52906511053
"16585","18DST0042G",452.407110872781,478.365165653027,92,92,465.386138262904
"16586","18ETV0006O",458.731544434078,525.469731527662,33,33,492.10063798087
"16587","18ETV0009L",502.490709302683,573.29833388993,62,62,537.894521596307
"16588","18ETV0049M",401.966281467014,438.911338806152,40,40,420.438810136583
"16589","18ETV0050B",487.331925012124,538.534044914291,88,88,512.932984963207
"16590","18ETV0051A",455.082402207798,580.646542242396,56,56,517.864472225097
"16591","18ETV0052Z",465.419290067371,527.388795313209,36,36,496.40404269029
"16592","18ETV0053Z",446.289805094401,453.991383870443,3,3,450.140594482422
"16593","18ETV0054Y",439.088609128276,477.592510324307,42,42,458.340559726292
"16594","18ETV0055X",439.141002038513,463.595246440232,64,64,451.368124239372
"16595","18ETV0057V",452.37859613992,591.041276151671,79,79,521.709936145795
"16596","18ETV0058U",503.971172026284,564.65931125217,32,32,534.315241639227
"16597","18ETV0059T",485.788357504053,511.385891434414,65,65,498.587124469234
"16598","18ETV0060I",471.214159398297,564.924024325103,44,44,518.0690918617
"16599","18ETV0136H",458.442373623465,522.622870595252,27,27,490.532622109358
"16600","18ETV0146O",529.573960108539,620.778248720855,48,48,575.176104414697
"16601","18ETV0155W",538.749886060256,718.38673998934,35,35,628.568313024798
"16602","18ETV0168Z",458.944942510696,467.164342099144,44,44,463.05464230492
"16603","18ETV0218R",424.488802809942,469.442457314143,39,39,446.965630062042
"16604","18ETV0219Q",478.229775661892,521.010331217448,14,14,499.62005343967
"16605","18ETV0228Y",463.163652323713,500.855154827388,31,31,482.00940357555
"16606","18ETV0229X",410.931861461293,516.970188210227,27,27,463.95102483576
"16607","18ETV0239D",401.128319480202,500.085368763317,14,14,450.606844121759
"16608","18ETV0251Z",349.043658423045,351.742324344696,27,27,350.39299138387
"16609","18ETV0252Y",382.584992924443,415.438876794886,20,20,399.011934859665
"16610","18ETV0261F",430.998662312826,469.376758321126,14,14,450.187710316976
"16611","18ETV0310Y",391.859552171495,412.233555263943,9,9,402.046553717719
"16612","18DES0003M",469.632749617824,505.543092032149,691,691,487.587920824986
"16613","18DES0011V",423.981325351859,441.521600921205,348,348,432.751463136532
"16614","18DES0028V",472.692052002533,488.431572112602,89,89,480.561812057568
"16615","18DES0045L",455.709108552534,405.613126954075,140,140,430.661117753305
"16616","18DES0054T",426.411379360686,470.035264413057,213,213,448.223321886872
"16617","18DST0015J",472.256191573895,485.701616852282,170,170,478.978904213089
"16618","18DST0026P",470.036233041801,469.329564856236,104,104,469.682898949019
"16619","18EES0010V",439.696199978876,464.683442841386,405,405,452.189821410131
"16620","18EST0003D",445.59863743932,476.489850764048,157,157,461.044244101684
"16621","18ETV0012Z",399.616262868759,445.133632662481,44,44,422.37494776562
"16622","18ETV0017U",460.401215427832,478.027255821959,83,83,469.214235624896
"16623","18ETV0061H",481.907252114917,557.945437234545,23,23,519.926344674731
"16624","18ETV0062G",530.79132461449,673.540644691386,46,46,602.165984652938
"16625","18ETV0063F",408.225558307237,480.125370921148,38,38,444.175464614192
"16626","18ETV0156V",506.106803611473,533.647802847403,21,21,519.877303229438
"16627","18ETV0169Z",427.726325950237,482.992631353513,22,22,455.359478651875
"16628","18ETV0187O",493.0965214805,538.269474574498,18,18,515.682998027499
"16629","18ETV0200S",529.925379859077,555.416020287408,15,15,542.670700073242
"16630","18ETV0230M",417.532081321434,423.362286037869,17,17,420.447183679652
"16631","18ETV0231L",451.674508085705,574.366289556594,25,25,513.020398821149
"16632","18ETV0253X",421.242909466779,469.758341471354,29,29,445.500625469067
"16633","18ETV0276H",489.904232449002,485.105928209093,12,12,487.505080329047
"16634","18PES0008M",501.028380868949,554.59278755936,47,47,527.810584214154
"16635","18DES0035E",444.501446843478,469.607079223021,188,188,457.05426303325
"16636","18DES0051W",440.715808990146,474.628648059921,491,491,457.672228525033
"16637","18DST0012M",491.063836300012,521.027652856075,132,132,506.045744578043
"16638","18DST0018G",486.12185402889,495.014642740225,201,201,490.568248384557
"16639","18DST0019F",494.688564521903,514.264300949502,234,234,504.476432735702
"16640","18DST0044E",484.736864367084,488.863645793356,84,84,486.80025508022
"16641","18DST0063T",489.86480088333,500.319548068226,310,310,495.092174475778
"16642","18EES0070J",485.723189520327,520.879564455539,185,185,503.301376987933
"16643","18ETV0008M",450.05628174639,545.211945247189,72,72,497.634113496789
"16644","18ETV0046P",502.651632022234,497.664977379095,35,35,500.158304700665
"16645","18ETV0075K",515.641794840495,593.139114379883,6,6,554.390454610189
"16646","18ETV0076J",535.416936238607,539.009540642632,15,15,537.21323844062
"16647","18ETV0077I",466.598509286951,523.019490531639,58,58,494.808999909295
"16648","18ETV0078H",441.216810099284,498.146169535319,18,18,469.681489817301
"16649","18ETV0079G",436.493872677838,466.599242245709,37,37,451.546557461773
"16650","18ETV0081V",442.097325077763,509.997788605867,17,17,476.047556841815
"16651","18ETV0082U",436.396422694847,497.765594058567,63,63,467.081008376707
"16652","18ETV0083T",496.491557796142,556.546674303206,74,74,526.519116049674
"16653","18ETV0138F",428.868996632211,481.538553140879,29,29,455.203774886545
"16654","18ETV0139E",451.718067697632,534.234885046492,26,26,492.976476372062
"16655","18ETV0185Q",469.918128119575,502.898581610786,26,26,486.408354865181
"16656","18ETV0195X",406.599197448246,461.875777047778,18,18,434.237487248012
"16657","18ETV0197V",498.76659761294,618.639737292974,36,36,558.703167452957
"16658","18ETV0198U",437.324167080026,428.901049497897,18,18,433.112608288961
"16659","18ETV0224B",427.171913825141,437.398032463921,12,12,432.284973144531
"16660","18ETV0225A",419.03052605523,499.40281507704,6,6,459.216670566135
"16661","18ETV0242R",365.814327663845,376.173122829861,6,6,370.993725246853
"16662","18DES0013T",468.854676385074,544.077759150639,600,600,506.466217767857
"16663","18DES0044M",489.401734929409,520.040734491156,934,934,504.721234710282
"16664","18DES0055S",591.188926414427,603.395187442956,459,459,597.292056928691
"16665","18DST0028N",467.133869134979,484.091780491286,552,552,475.612824813133
"16666","18DST0036W",475.011697050085,478.840287756835,443,443,476.92599240346
"16667","18DST0051O",568.303785033677,583.552686020478,480,480,575.928235527078
"16668","18DST0053M",488.392328280273,505.427487169673,750,750,496.909907724973
"16669","18DST0057I",396.640519136098,456.380074857546,112,112,426.510296996822
"16670","18DST0058H",382.496131599611,456.648617499397,77,77,419.572374549504
"16671","18EES0004K",499.855408984147,516.711777343518,412,412,508.283593163833
"16672","18EES0007H",417.638674934129,478.618821719994,59,59,448.128748327062
"16673","18EES0067W",446.206540482518,460.854229834034,112,112,453.530385158276
"16674","18EES0073G",415.466510980477,453.166937402131,57,57,434.316724191304
"16675","18EST0010N",433.309205231843,466.649798881625,76,76,449.979502056734
"16676","18ETV0291Z",314.34620215676,349.188899030589,31,31,331.767550593675
"16677","18ETV0299S",475.835522856536,560.097597475405,53,53,517.96656016597
"16678","18PES0011Z",637.264001811207,667.914300341787,112,112,652.589151076497
"16679","18PES0069Z",592.175400627984,593.510757446289,19,19,592.843079037136
"16680","18DES0001O",463.577450819541,488.453143907364,852,852,476.015297363453
"16681","18DES0006J",447.172291684094,481.041764285402,453,453,464.107027984748
"16682","18DES0024Z",422.223663607537,433.779233543809,169,169,428.001448575673
"16683","18DES0052V",447.037620629349,515.972306297789,108,108,481.504963463569
"16684","18DES0059O",449.252060841871,460.540041272117,60,60,454.896051056994
"16685","18DST0022T",438.038936925028,461.240424377195,230,230,449.639680651111
"16686","18EST0007Z",402.929578720577,426.483562197004,42,42,414.706570458791
"16687","18ETV0005P",449.086795625232,486.65492393857,28,28,467.870859781901
"16688","18ETV0027A",439.538705787632,484.803348281155,82,82,462.171027034394
"16689","18ETV0089N",431.333095096406,503.881143206642,44,44,467.607119151524
"16690","18ETV0095Y",435.280435519748,458.560824076335,15,15,446.920629798041
"16691","18ETV0100T",439.693401056925,500.759138039483,56,56,470.226269548204
"16692","18ETV0101S",444.57110901148,493.177660126324,66,66,468.874384568902
"16693","18ETV0102R",431.633424362304,445.853145859733,45,45,438.743285111019
"16694","18ETV0103Q",409.352325967896,544.818393657734,23,23,477.085359812815
"16695","18ETV0141T",425.803107445126,649.41347609747,42,42,537.608291771298
"16696","18ETV0145P",406.685748458928,451.135230039939,41,41,428.910489249434
"16697","18ETV0152Z",438.89925587972,472.840858459473,30,30,455.870057169597
"16698","18ETV0153Y",425.777042207264,503.715915134975,23,23,464.746478671119
"16699","18ETV0199T",422.231239318848,493.397504170736,13,13,457.814371744792
"16700","18ETV0233J",427.545178577153,500.005114446643,30,30,463.775146511898
"16701","18ETV0235H",455.276345766508,497.674549657055,27,27,476.475447711781
"16702","18ETV0300R",413.519146389431,467.758880615234,8,8,440.639013502332
"16703","18ETV0308J",392.040719774034,460.585604349772,13,13,426.313162061903
"16704","18PES0019S",559.315739179339,570.83348269508,78,78,565.074610937209
"16705","18DES0026X",469.148506988061,478.979092241475,198,198,474.063799614768
"16706","18DES0032H",440.917935231819,475.481262661466,200,200,458.199598946642
"16707","18DES0040Q",418.163864695153,425.60286144407,96,96,421.883363069612
"16708","18DES0042O",469.274156123756,555.151348146618,95,95,512.212752135187
"16709","18DST0011N",442.886259316863,471.233415900224,137,137,457.059837608543
"16710","18DST0016I",477.348929362141,501.112379321462,160,160,489.230654341801
"16711","18DST0048A",472.755625689471,511.943382362083,49,49,492.349504025777
"16712","18ETV0011Z",467.386606954966,499.592887904106,29,29,483.489747429536
"16713","18ETV0018T",449.471690720559,546.286610502355,46,46,497.879150611457
"16714","18ETV0020H",455.448777531503,532.432254168815,62,62,493.940515850159
"16715","18ETV0021G",465.731865727044,514.227632643091,47,47,489.979749185068
"16716","18ETV0022F",442.046702588725,508.948069180033,71,71,475.497385884379
"16717","18ETV0025C",451.176683698382,463.024371919178,21,21,457.10052780878
"16718","18ETV0026B",461.272435167101,487.46562906901,39,39,474.369032118055
"16719","18ETV0084S",442.216551429782,475.717071742378,71,71,458.96681158608
"16720","18ETV0085R",413.147421216208,452.665458073692,15,15,432.90643964495
"16721","18ETV0087P",454.939796662175,514.044348751891,66,66,484.492072707033
"16722","18ETV0088O",430.692579190693,484.817396924861,38,38,457.754988057777
"16723","18ETV0090C",413.742100939047,457.866249830703,54,54,435.804175384875
"16724","18ETV0093Z",466.174324035645,521.697456529405,47,47,493.935890282525
"16725","18ETV0094Z",536.396714613173,590.144693614818,31,31,563.270704113996
"16726","18ETV0096X",339.020900980631,379.764262390137,9,9,359.392581685384
"16727","18ETV0097W",447.348578389486,467.42220831977,45,45,457.385393354628
"16728","18ETV0098V",436.589816736292,483.110918624313,43,43,459.850367680302
"16729","18ETV0099U",479.927032232749,579.186220462792,49,49,529.55662634777
"16730","18ETV0234I",480.895363019142,632.953123546782,32,32,556.924243282962
"16731","18ETV0238E",244.724110921224,271.570755004883,5,5,258.147432963053
"16732","18ETV0256U",465.976931020201,555.010358687975,46,46,510.493644854088
